Subject_ID,Session,Block_Type,Trial_Num,Stimulus,Angle,Mirror_Condition,SOA,Response_Key,ACC,RT,Flag,Early_Key,Repeated_Trial,Practice_Round,Timestamp
W,1,B,24,R,0,Backward,100.0,f,1,719.0,0,0,0,,2026-05-13T13:49:44.177Z
W,1,B,25,G,300,Normal,1000.0,j,1,507.0,0,0,0,,2026-05-13T13:49:49.837Z
W,1,B,28,J,60,Backward,700.0,f,1,825.0,0,0,0,,2026-05-13T13:50:07.674Z
W,1,B,30,G,240,Backward,1000.0,f,1,845.0,0,0,0,,2026-05-13T13:50:20.323Z
W,1,B,31,G,300,Normal,100.0,j,1,685.0,0,0,0,,2026-05-13T13:50:25.247Z
W,1,B,32,J,180,Backward,100.0,f,1,1933.0,0,0,0,,2026-05-13T13:50:31.440Z
W,1,B,33,J,0,Normal,100.0,j,1,560.0,0,0,0,,2026-05-13T13:50:36.253Z
W,1,B,34,G,300,Backward,400.0,f,1,731.0,0,0,0,,2026-05-13T13:50:41.513Z
W,1,B,35,R,0,Normal,400.0,j,1,616.0,0,0,0,,2026-05-13T13:50:46.673Z
W,1,B,36,G,60,Normal,700.0,j,1,541.0,0,0,0,,2026-05-13T13:50:52.089Z
W,1,B,37,J,60,Backward,400.0,f,1,646.0,0,0,0,,2026-05-13T13:50:57.283Z
W,1,B,38,J,60,Backward,1000.0,f,1,660.0,0,0,0,,2026-05-13T13:51:03.113Z
W,1,B,39,R,240,Normal,1000.0,j,1,691.0,0,0,0,,2026-05-13T13:51:08.970Z
W,1,B,40,J,0,Normal,700.0,j,1,795.0,0,0,0,,2026-05-13T13:51:14.611Z
W,1,B,41,J,120,Normal,1000.0,j,1,639.0,0,0,0,,2026-05-13T13:51:20.410Z
W,1,B,42,J,0,Backward,400.0,f,1,691.0,0,0,0,,2026-05-13T13:51:25.674Z
W,1,B,43,J,180,Normal,700.0,j,1,1741.0,0,0,0,,2026-05-13T13:51:32.251Z
W,1,B,44,J,240,Backward,100.0,f,1,1062.0,0,0,0,,2026-05-13T13:51:37.558Z
W,1,B,45,R,120,Backward,100.0,f,1,1197.0,0,0,0,,2026-05-13T13:51:43.010Z
W,1,B,50,G,60,Backward,400.0,f,1,969.0,0,0,0,,2026-05-13T13:52:11.726Z
W,1,B,54,R,120,Backward,1000.0,f,1,1289.0,0,0,0,,2026-05-13T13:52:33.702Z
W,1,B,55,G,300,Backward,700.0,f,1,677.0,0,0,0,,2026-05-13T13:52:39.234Z
W,1,B,56,J,240,Normal,400.0,j,1,1165.0,0,0,0,,2026-05-13T13:52:44.955Z
W,1,B,57,J,300,Backward,400.0,f,1,688.0,0,0,0,,2026-05-13T13:52:50.203Z
W,1,B,59,G,180,Backward,1000.0,f,1,922.0,0,0,0,,2026-05-13T13:53:02.053Z
W,1,B,60,G,60,Normal,400.0,j,1,814.0,0,0,0,,2026-05-13T13:53:07.417Z
W,1,B,61,R,240,Backward,1000.0,f,1,1311.0,0,0,0,,2026-05-13T13:53:13.874Z
W,1,B,65,R,180,Normal,100.0,j,1,1992.0,0,0,0,,2026-05-13T13:53:36.303Z
W,1,B,66,G,0,Backward,1000.0,f,1,433.0,0,0,0,,2026-05-13T13:53:41.898Z
W,1,B,67,R,60,Backward,100.0,f,1,786.0,0,0,0,,2026-05-13T13:53:46.922Z
W,1,B,68,R,300,Backward,1000.0,f,1,469.0,0,0,0,,2026-05-13T13:53:52.530Z
W,1,B,71,R,120,Normal,400.0,j,1,1462.0,0,0,0,,2026-05-13T13:54:09.452Z
W,1,B,72,G,0,Normal,400.0,j,1,903.0,0,0,0,,2026-05-13T13:54:14.893Z
W,1,B,74,R,60,Normal,700.0,j,1,535.0,0,0,0,,2026-05-13T13:54:25.978Z
W,1,B,77,R,0,Normal,1000.0,j,1,456.0,0,0,0,,2026-05-13T13:54:43.145Z
W,1,B,80,G,60,Backward,100.0,f,1,683.0,0,0,0,,2026-05-13T13:54:59.509Z
W,1,B,83,J,240,Backward,400.0,f,1,727.0,0,0,0,,2026-05-13T13:55:16.309Z
W,1,B,84,G,180,Backward,700.0,f,1,1236.0,0,0,0,,2026-05-13T13:55:22.409Z
W,1,B,85,G,180,Backward,100.0,f,1,916.0,0,0,0,,2026-05-13T13:55:27.563Z
W,1,B,87,G,300,Backward,100.0,f,1,1107.0,0,0,0,,2026-05-13T13:55:38.547Z
W,1,B,90,G,60,Normal,1000.0,j,1,810.0,0,0,0,,2026-05-13T13:55:56.508Z
W,1,B,93,J,120,Backward,700.0,f,1,1335.0,0,0,0,,2026-05-13T13:56:13.933Z
W,1,B,94,J,120,Backward,100.0,f,1,833.0,0,0,0,,2026-05-13T13:56:19.031Z
W,1,B,95,J,240,Normal,700.0,j,1,1104.0,0,0,0,,2026-05-13T13:56:24.998Z
W,1,B,97,J,240,Backward,700.0,f,1,1302.0,0,0,0,,2026-05-13T13:56:36.858Z
W,1,B,101,R,180,Backward,400.0,f,1,3008.0,1,0,0,,2026-05-13T13:57:01.942Z
W,1,B,103,G,240,Backward,400.0,f,1,759.0,0,0,0,,2026-05-13T13:57:12.755Z
W,1,B,107,R,60,Backward,400.0,f,1,896.0,0,0,0,,2026-05-13T13:57:34.677Z
W,1,B,108,G,300,Backward,1000.0,f,1,590.0,0,0,0,,2026-05-13T13:57:40.401Z
W,1,B,110,R,60,Normal,400.0,j,1,757.0,0,0,0,,2026-05-13T13:57:50.601Z
W,1,B,112,R,0,Backward,1000.0,f,1,435.0,0,0,0,,2026-05-13T13:58:01.899Z
W,1,B,113,G,240,Backward,100.0,f,1,861.0,0,0,0,,2026-05-13T13:58:07.033Z
W,1,B,114,R,240,Backward,400.0,f,1,905.0,0,0,0,,2026-05-13T13:58:12.482Z
W,1,B,115,G,120,Normal,1000.0,j,1,1494.0,0,0,0,,2026-05-13T13:58:19.122Z
W,1,B,116,G,0,Normal,100.0,j,1,700.0,0,0,0,,2026-05-13T13:58:24.062Z
W,1,B,118,G,240,Normal,1000.0,j,1,805.0,0,0,0,,2026-05-13T13:58:35.474Z
W,1,B,120,J,120,Backward,400.0,f,1,878.0,0,0,0,,2026-05-13T13:58:46.381Z
W,1,B,121,G,0,Normal,700.0,j,1,685.0,0,0,0,,2026-05-13T13:58:51.926Z
W,1,B,123,G,0,Backward,100.0,f,1,717.0,0,0,0,,2026-05-13T13:59:03.713Z
W,1,B,124,G,240,Normal,700.0,j,1,927.0,0,0,0,,2026-05-13T13:59:09.491Z
W,1,B,126,R,120,Normal,100.0,j,1,917.0,0,0,0,,2026-05-13T13:59:19.990Z
W,1,B,128,R,240,Normal,700.0,j,1,751.0,0,0,0,,2026-05-13T13:59:30.994Z
W,1,B,130,G,0,Backward,700.0,f,1,685.0,0,0,0,,2026-05-13T13:59:42.165Z
W,1,B,136,J,60,Normal,400.0,j,1,992.0,0,0,0,,2026-05-13T14:00:15.173Z
W,1,B,137,J,180,Backward,400.0,f,1,1243.0,0,0,0,,2026-05-13T14:00:20.974Z
W,1,B,139,G,240,Backward,700.0,f,1,1143.0,0,0,0,,2026-05-13T14:00:32.302Z
W,1,B,140,J,60,Normal,1000.0,j,1,1031.0,0,0,0,,2026-05-13T14:00:38.482Z
W,1,B,141,G,180,Normal,100.0,j,1,1078.0,0,0,0,,2026-05-13T14:00:43.790Z
W,1,B,145,R,60,Normal,100.0,j,1,683.0,0,0,0,,2026-05-13T14:01:05.467Z
W,1,B,149,R,60,Backward,1000.0,f,1,693.0,0,0,0,,2026-05-13T14:01:26.005Z
W,1,B,155,R,300,Backward,100.0,f,1,963.0,0,0,0,,2026-05-13T14:01:58.222Z
W,1,B,156,R,120,Normal,1000.0,j,1,795.0,0,0,0,,2026-05-13T14:02:04.157Z
W,1,B,162,G,60,Backward,700.0,f,1,614.0,0,0,0,,2026-05-13T14:02:36.061Z
W,1,B,164,R,120,Backward,700.0,j,0,564.0,0,0,0,,2026-05-13T14:02:47.122Z
W,1,B,165,R,120,Normal,700.0,j,1,1095.0,0,0,0,,2026-05-13T14:02:53.069Z
W,1,B,167,G,120,Backward,100.0,f,1,682.0,0,0,0,,2026-05-13T14:03:04.345Z
W,1,B,169,G,0,Normal,1000.0,j,1,364.0,0,0,0,,2026-05-13T14:03:15.466Z
W,1,B,175,R,300,Normal,700.0,j,1,486.0,0,0,0,,2026-05-13T14:03:48.801Z
W,1,B,177,G,300,Normal,400.0,j,1,674.0,0,0,0,,2026-05-13T14:03:59.073Z
W,1,B,183,R,180,Normal,1000.0,j,1,1266.0,0,0,0,,2026-05-13T14:04:33.817Z
W,1,B,184,R,60,Normal,1000.0,j,1,427.0,0,0,0,,2026-05-13T14:04:39.401Z
W,1,B,185,R,0,Normal,100.0,j,1,1294.0,0,0,0,,2026-05-13T14:04:44.949Z
W,1,B,186,J,60,Backward,100.0,f,1,630.0,0,0,0,,2026-05-13T14:04:49.837Z
W,1,B,187,G,180,Backward,400.0,f,1,1097.0,0,0,0,,2026-05-13T14:04:55.485Z
W,1,B,189,J,300,Normal,400.0,j,1,830.0,0,0,0,,2026-05-13T14:05:06.026Z
W,1,B,190,R,180,Normal,700.0,j,1,1380.0,0,0,0,,2026-05-13T14:05:12.269Z
W,1,B,191,J,120,Normal,400.0,j,1,885.0,0,0,0,,2026-05-13T14:05:17.697Z
W,1,B,192,R,300,Normal,400.0,j,1,527.0,0,0,0,,2026-05-13T14:05:22.781Z
W,1,B,193,J,180,Backward,1000.0,f,1,2050.0,0,0,0,,2026-05-13T14:05:29.974Z
W,1,B,195,G,120,Normal,700.0,j,1,950.0,0,0,0,,2026-05-13T14:05:40.584Z
W,1,B,196,J,240,Normal,1000.0,j,1,761.0,0,0,0,,2026-05-13T14:05:46.497Z
W,1,B,198,G,120,Backward,1000.0,f,1,837.0,0,0,0,,2026-05-13T14:05:57.444Z
W,1,B,199,J,0,Backward,700.0,f,1,787.0,0,0,0,,2026-05-13T14:06:03.069Z
W,1,B,201,J,240,Backward,1000.0,f,1,1163.0,0,0,0,,2026-05-13T14:06:15.237Z
W,1,B,202,G,120,Backward,400.0,f,1,748.0,0,0,0,,2026-05-13T14:06:20.539Z
W,1,B,204,G,180,Normal,1000.0,j,1,864.0,0,0,0,,2026-05-13T14:06:32.157Z
W,1,B,206,J,180,Backward,700.0,f,1,1000.0,0,0,0,,2026-05-13T14:06:43.290Z
W,1,B,207,G,120,Normal,100.0,f,0,2888.0,0,0,0,,2026-05-13T14:06:50.441Z
W,1,B,211,R,300,Backward,400.0,f,1,638.0,0,0,0,,2026-05-13T14:07:12.613Z
W,1,B,216,J,300,Normal,1000.0,j,1,465.0,0,0,0,,2026-05-13T14:07:38.970Z
W,1,B,217,R,240,Normal,400.0,j,1,637.0,0,0,0,,2026-05-13T14:07:44.161Z
W,1,B,218,J,0,Backward,100.0,f,1,680.0,0,0,0,,2026-05-13T14:07:49.095Z
W,1,B,221,R,0,Normal,700.0,j,1,651.0,0,0,0,,2026-05-13T14:08:05.567Z
W,1,B,223,J,300,Normal,700.0,j,1,598.0,0,0,0,,2026-05-13T14:08:16.185Z
W,1,B,224,J,60,Normal,100.0,j,1,747.0,0,0,0,,2026-05-13T14:08:21.185Z
W,1,B,226,R,0,Backward,400.0,f,1,574.0,0,0,0,,2026-05-13T14:08:31.378Z
W,1,B,227,J,180,Normal,100.0,j,1,2825.0,0,0,0,,2026-05-13T14:08:38.450Z
W,1,B,230,G,120,Normal,400.0,j,1,552.0,0,0,0,,2026-05-13T14:08:56.009Z
W,1,B,232,G,180,Normal,400.0,j,1,713.0,0,0,0,,2026-05-13T14:09:06.782Z
W,1,B,235,R,240,Backward,100.0,f,1,1138.0,0,0,0,,2026-05-13T14:09:22.497Z
W,1,B,240,R,240,Backward,700.0,f,1,787.0,0,0,0,,2026-05-13T14:09:50.937Z
W,1,B,241,J,300,Normal,100.0,j,1,804.0,0,0,0,,2026-05-13T14:09:55.981Z
W,1,B,242,R,180,Backward,700.0,f,1,1042.0,0,0,0,,2026-05-13T14:10:01.869Z
W,1,B,243,G,180,Normal,700.0,j,1,1387.0,0,0,0,,2026-05-13T14:10:08.101Z
W,1,B,247,J,120,Normal,100.0,j,1,847.0,0,0,0,,2026-05-13T14:10:29.892Z
W,1,B,251,J,180,Normal,1000.0,j,1,907.0,0,0,0,,2026-05-13T14:10:52.517Z
W,1,B,252,J,180,Normal,400.0,j,1,1344.0,0,0,0,,2026-05-13T14:10:58.402Z
W,1,B,253,J,240,Normal,100.0,j,1,920.0,0,0,0,,2026-05-13T14:11:03.578Z
W,1,B,256,G,120,Backward,700.0,f,1,1014.0,0,0,0,,2026-05-13T14:11:19.116Z
W,1,B,257,J,0,Normal,400.0,j,1,589.0,0,0,0,,2026-05-13T14:11:24.271Z
W,1,B,258,G,60,Normal,100.0,j,1,793.0,0,0,0,,2026-05-13T14:11:29.338Z
W,1,B,260,R,180,Normal,400.0,j,1,1626.0,0,0,0,,2026-05-13T14:11:40.421Z
W,1,B,262,R,180,Backward,1000.0,f,1,1140.0,0,0,0,,2026-05-13T14:11:52.226Z
W,1,B,271,J,0,Backward,1000.0,f,1,444.0,0,0,0,,2026-05-13T14:12:43.273Z
W,1,B,273,J,60,Normal,700.0,j,1,786.0,0,0,0,,2026-05-13T14:12:54.635Z
W,1,B,274,R,240,Normal,100.0,j,1,857.0,0,0,0,,2026-05-13T14:12:59.740Z
W,1,B,275,R,120,Backward,400.0,f,1,1111.0,0,0,0,,2026-05-13T14:13:05.397Z
W,1,B,281,R,300,Normal,1000.0,j,1,2398.0,0,0,0,,2026-05-13T14:13:40.797Z
W,1,B,282,J,300,Backward,1000.0,f,1,1289.0,0,0,0,,2026-05-13T14:13:47.242Z
W,1,B,283,J,120,Normal,700.0,j,1,628.0,0,0,0,,2026-05-13T14:13:52.723Z
W,1,B,284,R,60,Backward,700.0,f,1,872.0,0,0,0,,2026-05-13T14:13:58.446Z
W,1,B,285,J,300,Backward,100.0,f,1,1008.0,0,0,0,,2026-05-13T14:14:03.702Z
L,1,N,1,J,180,Backward,,f,1,1230.0,0,0,0,,2026-05-12T10:03:18.803Z
L,1,N,3,J,240,Backward,,f,1,1434.0,0,0,0,,2026-05-12T10:03:24.573Z
L,1,N,8,R,60,Normal,,j,1,636.0,0,0,0,,2026-05-12T10:03:37.260Z
L,1,N,9,R,0,Backward,,f,1,634.0,0,0,0,,2026-05-12T10:03:39.627Z
L,1,N,10,R,60,Backward,,f,1,617.0,0,0,0,,2026-05-12T10:03:41.976Z
L,1,N,13,J,300,Backward,,f,1,1555.0,0,0,0,,2026-05-12T10:03:50.797Z
L,1,N,14,R,240,Normal,,j,1,1145.0,0,0,0,,2026-05-12T10:03:53.671Z
L,1,N,15,G,0,Backward,,f,1,664.0,0,0,0,,2026-05-12T10:03:56.055Z
L,1,N,17,J,120,Normal,,j,1,651.0,0,0,0,,2026-05-12T10:04:00.625Z
L,1,N,20,G,180,Backward,,f,1,469.0,0,0,0,,2026-05-12T10:04:07.295Z
L,1,N,21,J,60,Backward,,f,1,865.0,0,0,0,,2026-05-12T10:04:09.888Z
L,1,N,23,J,300,Normal,,j,1,580.0,0,0,0,,2026-05-12T10:04:14.354Z
L,1,N,25,G,240,Normal,,f,0,519.0,0,0,0,,2026-05-12T10:04:19.060Z
L,1,N,27,G,60,Backward,,f,1,1360.0,0,0,0,,2026-05-12T10:04:24.785Z
L,1,N,28,G,240,Backward,,f,1,1599.0,0,0,0,,2026-05-12T10:04:28.107Z
L,1,N,34,R,300,Backward,,f,1,632.0,0,0,0,,2026-05-12T10:04:44.423Z
L,1,N,35,J,0,Normal,,j,1,608.0,0,0,0,,2026-05-12T10:04:46.767Z
L,1,N,36,G,60,Normal,,j,1,1103.0,0,0,0,,2026-05-12T10:04:49.593Z
